PB0,PB1,PB2,PB3,GB0,GB1,GB2,GB3,CIN,CINB,PB_OUT,GB_OUT,CNX_OUT,CNY_OUT,CNZ_OUT,total_leakage
1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,6905.084959232422
1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,7045.18973466713
1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,7017.796479819131
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,6991.163663785866
1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,6757.9326385883305
1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,6932.136833261081
1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,6698.905808063545
1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,6912.298438077367
1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,6993.848659502045
1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,6917.066657391475
1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,6998.616878816154
1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,6726.747113257573
1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,6779.2477524551705
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,6785.987070708021
1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,6838.487709905619
1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,6685.668055522175
1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,6712.746538810513
1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,6690.436274836283
1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,6717.514758124621
1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,6592.715959322802
1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,6590.744860384059
1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,6651.9559167732505
1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,6649.984817834508
1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,6965.465651370795
1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,6881.2721723875375
1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,6970.233870684903
1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,6886.040391701646
1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,6779.914326551001
1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,6666.671265340662
1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,6839.154284001448
1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,6725.91122279111
1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,6962.1999549273405
1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,6934.806700079341
1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,6966.968174241449
1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,6939.57491939345
1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,7020.885404632785
1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,6787.654379435249
1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,7064.052628122596
1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,6830.82160292506
1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,7126.010417440435
1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,7207.560638865113
1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,7057.6341649670285
1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,7139.1843863917065
1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,7079.780462119241
1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,7132.281101316838
1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,7094.9255300092545
1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,7147.426169206852
1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,7168.288713246439
1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7195.3671965347785
1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,7099.912460773032
1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,7126.990944061371
1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,6944.092980805388
1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,6942.121881866646
1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,6879.615668341426
1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,6877.644569402683
1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,7179.177630733863
1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,7094.984151750606
1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,7110.801378260457
1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,7026.607899277199
1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,7132.947675412669
1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,7019.70461420233
1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,7148.092743302682
1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,7034.849682092343
1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,7665.692203574883
1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,7486.932916513686
1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,7597.315951101476
1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,7418.5566640402785
1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,7593.134017038649
1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,7208.536959627917
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,7705.444892697141
1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,7320.847835286409
1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,6962.871236204262
1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,7044.42145762894
1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,6786.5516824582555
1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,6868.101903882933
1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,6916.641280883067
1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,6969.141920080665
1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,6823.843047500481
1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,6876.343686698079
1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,7005.149532010266
1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,7032.228015298605
1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,6828.829978264259
1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,6855.908461552597
1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,6780.953799569214
1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,6778.982700630472
1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,6663.0049239689915
1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,6661.033825030249
1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,7016.03844949769
1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,6931.844970514432
1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,6839.718895751684
1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,6755.525416768426
1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,6969.8084941764955
1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,6856.565432966157
1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,6877.010260793908
1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,6763.76719958357
1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,7502.5530223387095
1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,7323.7937352775125
1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,7326.233468592703
1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,7147.474181531506
1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,7429.994835802476
1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,7045.3977783917435
1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,7488.834148324707
1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,7104.2370909139745
1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,6760.000220312322
1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,6841.550441737
1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,6901.761323126112
1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,6983.31154455079
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,6628.920633628868
1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,6681.421272826466
1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,6615.0161192918
1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,6667.516758489399
1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,6802.2785161183265
1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,6829.356999406666
1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,6944.039618932115
1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,6971.118102220455
1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,6734.748575828211
1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,6732.777476889469
1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,6695.693419273507
1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,6693.722320334765
1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,6813.16743360575
1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,6728.973954622493
1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,6954.92853641954
1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,6870.735057436283
1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,6682.087846922296
1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,6568.844785711957
1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,6668.183332585228
1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,6554.94027137489
1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,7299.682006446771
1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,7120.922719385574
1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,7441.44310926056
1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,7262.683822199363
1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,7383.789612061474
1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,6999.192554650741
1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,7521.522643629224
1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,7136.92558621849
1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,6789.721961159242
1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,6871.27218258392
1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,6823.539762700432
1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,6905.089984125109
1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,6658.642374475788
1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,6711.143013673385
1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,6746.931914153317
1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,6799.432553350915
1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,6832.000256965246
1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,6859.078740253585
1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,6865.818058506436
1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,6892.896541794774
1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,6764.470316675131
1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,6762.499217736388
1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,6827.609214135023
1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,6825.6381151962805
1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,6842.88917445267
1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,6758.695695469412
1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,6876.70697599386
1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,6792.513497010603
1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,6711.809587769216
1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,6598.566526558877
1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,6800.099127446744
1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,6686.856066236406
1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,7329.403747293691
1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,7150.644460232494
1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,7363.221548834879
1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,7184.462261773682
1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,7413.511352908394
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,7028.9142954976605
1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,7653.438438490741
1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,7268.841381080007
